0.464145,0,0,0,0,0,0,0,0,0,0
0,2.076295,3.399249,0,0,0,0,0,0,0,0
0,0,0,1.976942,0,0,0,0,0,0,0
0,0,0,0,3.495364,1.2316,6.177731,0,0,1.294208,0.621537
0,0,0,0,0,0,0,0.462883,1.926588,0,0
