287.130829,0,0,0,0,0,0,0,0,0,0
0,287.174561,287.171661,0,0,0,0,0,0,0,0
0,0,0,287.168732,0,0,0,0,0,0,0
0,0,0,0,287.12207,287.031555,286.870728,0,0,287.529877,288.05777
0,0,0,0,0,0,0,286.905853,287.069489,0,0
