17,0,0,0,0,0,0,0,0,0,0
0,8,19,0,0,0,0,0,0,0,0
0,0,0,8,0,0,0,0,0,0,0
0,0,0,0,5,7,11,0,0,15,5
0,0,0,0,0,0,0,5,9,0,0
