0.424539,0,0,0,0,0,0,0,0,0,0
0,0.387581,0.381647,0,0,0,0,0,0,0,0
0,0,0,0.360848,0,0,0,0,0,0,0
0,0,0,0,0.375619,0.427175,0.409164,0,0,0.414155,0.42845
0,0,0,0,0,0,0,0.369267,0.383062,0,0
